question_topic_name,question_grade,question_term,question_unit,question_type1,question_type2,question_filename,question_dataset,question_text
지름의 성질 알아보기,P3,2,03,2,1,P3_2_03_00043_53730.png,1,"크기가 다른 원 가와 나가 있습니다. 원 가의 반지름이 원 나의 반지름의 $2$배입니다. 원 가의 지름이 $40 cm$일 때, 원 나의 반지름은 몇 $cm$입니까?"
정사각형의 성질 알아보기,P4,2,04,2,1,P4_2_04_00042_92190.png,1,네 변의 합이 $72cm$인 정사각형이 있습니다. 이 정사각형의 한 변은 몇 $cm$입니까?
수직,P4,2,04,2,0,P4_2_04_00043_51945.png,1,한 직선에 그을 수 있는 수선은 모두 몇 개입니까?
원 그리기,P3,2,03,2,1,P3_2_03_00043_53368.png,1,컴퍼스를 사용하여 반지름이 $5 cm$인 원을 그리려고 합니다. 컴퍼스를 몇 $cm$가 되도록 벌려야 합니까?
정사각형의 특징 알아보기,P3,1,02,2,1,P3_1_02_00043_35180.png,1,네 변의 합이 $32cm$인 정사각형의 한 변은 몇 $cm$입니까?
정사각형의 특징 알아보기,P3,1,02,2,1,P3_1_02_00043_34737.png,1,"길이가 $160 \mathrm{~cm}$ 인 철사를 이용하여 가로가 $8 \mathrm{~cm}$, 세로가 $4 \mathrm{~cm}$ 인 직사각형 모양과 한 변의 길이가 $5 \mathrm{~cm}$ 인 정사각형 모양을 최대한 많이 번갈아 가며 만들었습니다. 직사각형은 몇 개까지 만들 수 있고, 남은 철사의 길이는 몇 $\mathrm{cm}$입니까?"
두 각도의 차 구하기,P4,1,02,2,1,P4_1_02_00042_31027.png,1,계산을 하시오.  ($1$) $55\degree+190\degree$ ($2$) $90\degree+80\degree$ ($3$) $300\degree-180\degree$ ($4$) $270\degree-145\degree$
정사각형의 특징 알아보기,P3,1,02,2,1,P3_1_02_00042_25467.png,1,태호는 철사로 한 변의 길이가 $8$ cm인 정사각형을 만들려고 합니다. 필요한 철사의 길이는 몇$ cm$입니까?
원 그리기,P3,2,03,2,0,P3_2_03_00043_53340.png,1,"알맞은 말에 $\bigcirc$표 하시오.  한 원에서 반지름은 모두 ( 같습, 다릅 )니다."
두 각도의 차 구하기,P4,1,02,2,1,P4_1_02_00042_30132.png,1,$\square$ 안에 알맞은 각도를 써넣으시오. (1) $ 45^{\circ}+80^{\circ}= \square$ (2) $ 125^{\circ}+70^{\circ}= \square $ (3) $ 150^{\circ}-60^{\circ}= \square$ (4) $ 180^{\circ}-95^{\circ}= \square $
직사각형의 특징 알아보기,P3,1,02,2,1,P3_1_02_00043_34685.png,1,한 변이 $25  \mathrm{~cm} $이고 다른 한 변이 $11  \mathrm{~cm} $인 직사각형의 네 변의 길이의 합은 몇$ \mathrm{~cm} $입니까?
예각과 둔각 알아보기,P4,1,02,2,1,P4_1_02_00043_37167.png,1,"민호는 희정이와 $12$시에 공원에서 만나기로 약속하였으나 차가 밀려 $20$분 늦게 도착하였습니다. 물음에 답하시오.  ⑴ 민호가 도착한 시각은 몇 시 몇 분입니까? ⑵ ⑴의 시각에 시계의 긴바늘과 짧은 바늘이 이루는 작은 쪽의 각은 예각, 직각, 둔각 중 무엇입니까?"
예각과 둔각 알아보기,P4,1,02,2,0,P4_1_02_00043_37129.png,1,"시계의 긴바늘과 짧은바늘이 이루는 작은 쪽의 각이 예각, 직각, 둔각 중 어느 것인지 쓰시오.⑴ $8$시 $10$분⑵ $6$시 $40$분"
예각과 둔각 알아보기,P4,1,02,2,1,P4_1_02_00042_83937.png,1,주어진 각이 예각인지 둔각인지 쓰시오. ($1$) $100\degree$ ($2$) $40\degree$ ($3$) $168\degree$
각도를 나타내는 단위 알아보기,P4,1,02,2,0,P4_1_02_00042_28157.png,1,각도기에서 작은 눈금 한 칸은 몇 도를 나타냅니까?
원 그리기,P3,2,03,2,0,P3_2_03_00043_53373.png,1,"다음은 원을 그리는 방법을 순서대로 쓴 것입니다. $\square$ 안에 알맞은 말을 써넣으시오. ① 원의 $\square$이 되는 점을 정합니다.② 컴퍼스를 원의 $\square$이 되도록 벌립니다.③$\square$ 을 원의 중심에 꽂고, 원을 그립니다."
지름의 성질 알아보기,P3,2,03,2,0,P3_2_03_00043_53504.png,1,원의 지름에 대한 설명으로 옳은 것을 찾아 기호를 쓰시오. ㉠ 한 원에서 가장 짧은 선분입니다.㉡ 원 위의 두 점을 이은 선분 중에서 원의 중심을 지나는 선분입니다.
예각과 둔각 알아보기,P4,1,02,2,1,P4_1_02_00042_28285.png,1,"준형이는 $7$시 $40$분에 아침 운동을 시작하여 $1$시간 $25$분 동안 했습니다. 준형이가 아침 운동을 끝낸 시각을 시계에 나타낼 때, 시침과 분침이 이루는 작은 쪽의 각은 예각입니까, 둔각입니까?"
삼각형을 각의 크기에 따라 분류하기,P4,2,02,2,0,P4_2_02_00042_30395.png,1,삼각형을 그려 보시오. (1) 예각삼각형(2) 둔각삼각형
예각과 둔각 알아보기,P4,1,02,2,1,P4_1_02_00042_31083.png,1,"민형이는 $8$시 $10$분에 아침 운동을 시작하여 $1$시간 $15$분 동안 했습니다. 민형이가 아침 운동을 끝낸 시각을 시계에 나타낼 때, 시침과 분침이 이루는 작은 쪽의 각은 예각입니까, 둔각입니까?"
지름의 성질 알아보기,P3,2,03,2,1,P3_2_03_00043_53723.png,1,"바닥의 가로가 $12 cm$, 세로가 $8 cm$인 직사각형 모양의 상자에 반지름이 $2 cm$인 원 모양의 초콜릿을 겹치지 않게 넣으려고 합니다. 상자의 바닥에 놓을 수 있는 초콜릿은 최대 몇 개입니까?"
두 각도의 차 구하기,P4,1,02,2,1,P4_1_02_00042_28204.png,1,각도의 차를 계산하시오. (1) $ 80^{\circ}-20^{\circ} $ (2) $ 110^{\circ}-70^{\circ} $ (3) $ 270^{\circ}-190^{\circ} $ (4) $ 360^{\circ}-135 $
정사각형의 특징 알아보기,P3,1,02,2,1,P3_1_02_00042_25228.png,1,한 변이 $ 8 \mathrm{~cm} $인 정사각형의 네 변의 합은 몇 $ \mathrm{~cm} $인지 풀이 과정을 쓰고 답을 구하시오.
마름모의 성질 알아보기,P4,2,04,2,1,P4_2_04_00042_55034.png,1,길이가 $1$m인 철사를 이용하여 한 변이 $16$ cm인 마름모를 만들었습니다. 남은 철사의 길이는 몇 cm입니까?
두 각도의 차 구하기,P4,1,02,2,1,P4_1_02_00042_29569.png,1,"$\bigcirc $ 안에 >, =, <를 알맞게 써넣으시오.  (1) $85\degree$+$65\degree \bigcirc 200\degree-50\degree$  (2) $70\degree$+$35\degree \bigcirc 180\degree-90\degree$"
두 각도의 차 구하기,P4,1,02,2,1,P4_1_02_00042_30162.png,1,각도의 합과 차를 계산하시오. (1) $ 60^{\circ}+30^{\circ} $ (2) $ 25^{\circ}+85^{\circ} $ (3) $ 95^{\circ}-40^{\circ} $ (4) $ 150^{\circ}-75^{\circ} $
정사각형의 특징 알아보기,P3,1,02,2,0,P3_1_02_00042_25218.png,1,"알맞은 말에 $\bigcirc$표 하시오. (1) 직사각형은 정사각형이라고 할 수 ( 있습니다, 없습니다 ). (2) 정사각형은 직사각형이라고 할 수 ( 있습니다, 없습니다 )."
두 각도의 합 구하기,P4,1,02,2,1,P4_1_02_00042_30169.png,1,$\square$ 안에 알맞은 각도를 써넣으시오.$180°+55°=\square$
둔각삼각형 알아보기,P4,2,02,2,1,P4_2_02_00042_30375.png,1,"두 각의 크기가 다음과 같은 삼각형은 예각삼각형인지, 둔각삼각형인지 쓰시오. ($1$) $55\degree, 50\degree$ ($2$) $20\degree, 50\degree$"
정사각형의 특징 알아보기,P3,1,02,2,1,P3_1_02_00043_34719.png,1,"철사를 사용하여 한 변의 길이가 $9cm$인 정사각형을 만들었습니다. 이 철사를 펴서 모두 사용하여 가로가 $14cm$인 직사각형 1개를 만들 때, 이 직사각형의 세로는 몇 $cm$입니까?"
두 각도의 차 구하기,P4,1,02,2,1,P4_1_02_00042_83894.png,1,계산을 하시오.  (1) $ 25^{\circ}+45^{\circ} $ (2) $ 180^{\circ}+80^{\circ} $ (3) $ 200^{\circ}-40^{\circ} $ (4) $ 345^{\circ}-90^{\circ} $
원의 반지름과 지름 알아보기,P3,2,03,2,0,P3_2_03_00043_53277.png,1,한 원에는 원의 중심이 몇 개 있습니까?
원의 반지름과 지름 알아보기,P3,2,03,2,0,P3_2_03_00043_53262.png,1,$\square$ 안에 알맞은 말을 써넣으시오.원의 중심과 원 위의 한 점을 이은 선분을 원의 $\square$이라고 합니다.
마름모의 성질 알아보기,P4,2,04,2,1,P4_2_04_00042_93058.png,1,마름모의 네 변의 합은 $56cm$입니다. 한 변은 몇 $cm$입니까?
예각과 둔각 알아보기,P4,1,02,2,1,P4_1_02_00042_30353.png,1,주어진 각이 예각인지 둔각인지 쓰시오. (1) $70$° (2) $150$° (3) $95$°
마름모의 성질 알아보기,P4,2,04,2,1,P4_2_04_00043_54214.png,1,네 변의 합이 $ 100 \mathrm{~cm} $인 마름모의 한 변은 몇 $\mathrm{~cm}$ 입니까?
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,2,1,P4_1_02_00042_28332.png,1,한 각의 크기가 $50$°인 삼각형이 있습니다. 나머지 두 각의 크기의 합은 얼마입니까? ( )˚
두 각도의 차 구하기,P4,1,02,2,1,P4_1_02_00042_28231.png,1,각도의 차를 계산하시오. (1) $ 98^{\circ}-45^{\circ} $ (2) $ 180^{\circ}-125^{\circ} $ (3) $ 270^{\circ}-75^{\circ} $ (4) $ 360^{\circ}-150^{\circ} $
두 각도의 차 구하기,P4,1,02,2,1,P4_1_02_00043_37274.png,1,두 각도의 합과 차를 구하시오. (1) $180^{\circ}+175^{\circ}$ (2) $310^{\circ}-125^{\circ}$
정사각형의 특징 알아보기,P3,1,02,2,1,P3_1_02_00042_25674.png,1,"지윤이는 한 변의 길이가 $12 cm$인 정사각형 모양의 종이를 잘라서 긴 변의 길이가 $8 cm$이고, 짧은 변의 길이가 $2 cm$인 직사각형 모양의 띠를 최대한 많이 만들었더니 정사각형 모양의 종이가 한 장 남았다고 합니다. 남은 종이의 한 변의 길이는 몇 $cm$입니까?"
직사각형의 성질 알아보기,P4,2,04,2,1,P4_2_04_00042_92522.png,1,"길이가 $19  \mathrm{~cm} ,12  \mathrm{~cm} $인 수수깡이 각각 $2$개씩 있습니다. 이 수수깡 $4$개를 사용하여 만들 수 있는 사각형의 이름을 모두 쓰시오."
직사각형의 특징 알아보기,P3,1,02,2,1,P3_1_02_00043_00047.png,1,"네 변의 길이의 합이 $40  \mathrm{~cm} $이고, 가로가 $12  \mathrm{~cm} $인 직사각형이 있습니다. 이 직사각형의 세로는 몇$ \mathrm{~cm} $입니까?"
각도를 나타내는 단위 알아보기,P4,1,02,2,1,P4_1_02_00043_37087.png,1,$\square$ 안에 알맞게 써넣으시오. ⑴ 각의 크기를 $\square$라고 합니다. ⑵ 직각을 똑같이 $90$으로 나눈 하나를 $\square$라 하고 $\square$라고 씁니다. ⑶ 직각은 $\square$입니다.
예각과 둔각 알아보기,P4,1,02,2,1,P4_1_02_00042_99001.png,1,"지금 시각은 $5$시 $15$분입니다. 지금부터 $200$분 후에 시계의 두 바늘이 이루는 작은 쪽의 각은 예각, 직각, 둔각 중에서 어느 것입니까?"
예각삼각형 알아보기,P4,2,02,2,0,P4_2_02_00042_28773.png,1,세 변으로 둘러싸여 있으며 세 각의 크기가 모두  $90° $보다 작은 도형을 무엇이라고 합니까?
삼각형을 각의 크기에 따라 분류하기,P4,2,02,2,1,P4_2_02_00042_99037.png,1,"삼각형의 세 각 중에서 두 각의 크기를 나타낸 것입니다. 이 삼각형의 나머지 한 각의 크기를 구하고, 예각삼각형, 직각삼각형, 둔각삼각형 중에서 어떤 삼각형인지 쓰시오.  $ 30^{\circ}  45^{\circ} $"
두 각도의 차 구하기,P4,1,02,2,1,P4_1_02_00043_37315.png,1,"각의 크기를 비교하여 $\bigcirc$ 안에 $>,=,<$를 알맞게 써넣으시오. ⑴ $45^{\circ}+120^{\circ} \bigcirc 220^{\circ}-50^{\circ}$ ⑵ $360^{\circ}-115^{\circ} \bigcirc 150^{\circ}+95^{\circ}$"
정사각형의 특징 알아보기,P3,1,02,2,1,P3_1_02_00042_25226.png,1,길이가 $28 cm$인 철사로 가장 큰 정사각형을 만들려고 합니다. 한 변은 몇 $cm$로 해야 합니까?
정사각형의 성질 알아보기,P4,2,04,2,0,P4_2_04_00043_54303.png,1,"직사각형과 정사각형에 대한 설명입니다. 옳은 것은 $\bigcirc$표, 틀린 것은 ×표 하시오.(1) 직사각형은 마주 보는 각의 크기가 같습니다.(2) 직사각형은 네 변의 길이가 모두 같습니다.(3) 정사각형은 마주 보는 한 쌍의 변만 서로 평행합니다.(4) 정사각형은 네 각의 크기가 모두 같습니다."
원 그리기,P3,2,03,2,0,P3_2_03_00042_53264.png,1,"컴퍼스를 사용하여 원을 그릴 때, 컴퍼스의 침을 어디에 꽂아야 합니까?"
정사각형의 특징 알아보기,P3,1,02,2,1,P3_1_02_00043_34741.png,1,"철사로 직사각형을 만들었습니다. 직사각형의 서로 다른 두 변의 길이는 $ 4\mathrm{cm} $ 차이가 나고, 이 철사를 펴서 한 변의 길이가 $ 6\mathrm{cm} $인 정사각형을 만들면 $4 \mathrm{cm} $가 남습니다. 직사각형의 긴 변의 길이는 몇 $ \mathrm{cm} $입니까?"
직각삼각형 알아보기,P3,1,02,2,0,P3_1_02_00042_25142.png,1,다음에서 설명하는 도형의 이름을 쓰시오.  · 3개의 선분으로 둘러싸여 있습니다.  · 세 각 중에서 한 각은 직각입니다.
예각과 둔각 알아보기,P4,1,02,2,1,P4_1_02_00043_37690.png,1,"영진이는 가족들과 우리나라보다 $4$시간 늦은 시각을 사용하는 몰디브로 여행을 갔습니다. 영진이의 시계는 우리나라와 같게, 형의 시계는 몰디브와 같게 시각을 맞추었습니다. 두 시계 모두 긴바늘이 숫자 $12$를 가리키고 있고 긴바늘과 짧은바늘이 이루는 작은 쪽의 각은 예각입니다. 형의 시계가 가리키는 시각은 몇 시입니까?"
두 각도의 차 구하기,P4,1,02,2,1,P4_1_02_00042_28210.png,1,"$\bigcirc$ 안에 >, =, <를 알맞게 써넣으시오. (1) $ 45^{\circ}+60^{\circ}  \bigcirc  170^{\circ}-40^{\circ} $ (2) $ 90^{\circ}+25^{\circ}  \bigcirc  180^{\circ}-100^{\circ} $"
직사각형과 정사각형의 성질 활용,P4,2,04,2,0,P4_2_04_00042_55811.png,1,"알맞은 말에 $\bigcirc$표 하시오.  (1) 평행사변형은 (사다리꼴입니다. , 사다리꼴이 아닙니다.)  (2) 직사각형은 (정사각형입니다. , 정사각형이 아닙니다.)"
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,2,1,P4_1_02_00042_28054.png,1,"삼각형에서 한 각의 크기가 $115^{\circ}$일 때, 나머지 두 각의 크기의 합을 구하시오."
두 각도의 차 구하기,P4,1,02,2,1,P4_1_02_00042_30138.png,1,$\square$ 안에 알맞은 각도를 써넣으시오.(1) $45°+55°=\square$  (2) $140°-84°=\square$ (3) 직각$+60°= \square$(4) $270°-210°=\square$
직사각형의 특징 알아보기,P3,1,02,2,1,P3_1_02_00042_25529.png,1,"직사각형 모양의 도화지가 있습니다. 이 도화지의 둘레는 $ 72 \mathrm{~cm} $ 이고, 가로는 세로의 $3$ 배라고 합니다. 이 도화지의 가로는 몇 $  \mathrm{~cm} $ 입니까?"
직사각형의 특징 알아보기,P3,1,02,2,0,P3_1_02_00042_83859.png,1,( ) 안에 알맞은 말을 써넣으시오.  네 각이 모두 ( )인 사각형을 직사각형이라고 합니다.
정사각형의 특징 알아보기,P3,1,02,2,1,P3_1_02_00043_34726.png,1,"형주네 반에서 미술 시간에 가로가 $40cm$, 세로가 $56cm$인 직사각형 모양의 색 도화지를 한 변의 길이가 $8cm$인 정사각형 모양으로 잘라서 남김없이 학생들에게 한 개씩 나누어 주었습니다. 남아 있는 색 도화지가 없다면 형주네 반 학생은 모두 몇 명입니까?"
지름의 성질 알아보기,P3,2,03,2,1,P3_2_03_00043_53706.png,1,한 변의 길이가 $18 $cm인 정사각형이 있습니다. 이 정사각형 안에 그릴 수 있는 가장 큰 원의 반지름은 몇 $cm$입니까?
직사각형의 특징 알아보기,P3,1,02,2,1,P3_1_02_00042_84239.png,1,"어떤 직사각형의 네 변의 합은 $54 cm$이고, 가로는 세로의 $2$배라고 합니다. 이 직사각형의 가로는 몇 $cm$입니까?"
예각삼각형 알아보기,P4,2,02,2,0,P4_2_02_00042_83943.png,1,"세 각의 크기가 $35°,60°,85°$인 삼각형이 있습니다. 이 삼각형은 예각삼각형입니까, 둔각삼각형입니까?"
직각삼각형 알아보기,P3,1,02,2,0,P3_1_02_00042_83853.png,1,( ) 안에 알맞은 말을 써넣으시오. 삼각형의 세 각 중에서 ( ) 각이 직각이면 직각삼각형이라고 합니다.
정사각형의 특징 알아보기,P3,1,02,2,1,P3_1_02_00043_34707.png,1,철사를 모두 사용하여 한 변의 길이가 $12cm$이고 세 변의 길이가 모두 같은 삼각형을 한 개 만들었습니다. 이 철사로 가장 큰 정사각형을 만든다면 정사각형의 한 변의 길이는 몇$cm$입니까?
원을 이용하여 여러 가지 모양 그리기,P3,2,03,2,1,P3_2_03_00042_54196.png,1,한 변이 $ 12 \mathrm{~cm} $ 인 정사각형 안에 지름이 $ 3 \mathrm{~cm} $ 인 원을 겹치지 않게 최대한 몇 개 그릴 수 있습니까?
두 각도의 차 구하기,P4,1,02,2,1,P4_1_02_00042_28279.png,1,"계산 결과가 예각인 경우에는 ‘예’, 둔각인 경우에는 ‘둔’이라고 쓰시오.  (1) $180\degree-35\degree()$ (2) $18\degree+65\degree()$ (3) 직각$-15\degree()$"
예각삼각형 알아보기,P4,2,02,2,0,P4_2_02_00043_37458.png,1,"세 각이 다음과 같은 삼각형이 있습니다. 예각삼각형, 직각삼각형, 둔각삼각형 중 어떤 삼각형입니까?  30° 85° 65°"
각도기를 이용하여 각도 재기,P4,1,02,2,0,P4_1_02_00042_28131.png,1,"시계의 분침이 숫자 $12$를 가리킬 때, 시침과 분침이 이루는 각도가 $90°$인 경우는 몇 시와 몇 시입니까?"
각도를 나타내는 단위 알아보기,P4,1,02,2,0,P4_1_02_00042_30089.png,1,$\square$ 안에 알맞은 것을 써넣으시오. (1) 각의 크기를 $ \square $ 라고 합니다. (2) 직각은 $ \square $ 입니다. (3) 직각을 똑같이 $90$ 으로 나눈 하나를 $ \square $  라고 씁니다.
삼각형의 변의 길이에 따라 분류하기,P4,2,02,2,1,P4_2_02_00043_37705.png,1,"길이가  $ 72 \mathrm{~cm} $ 인 철사가 있습니다. 이 철사를 겹치지 않게 이어서 가장 큰 정삼각형을 만들 때, 한 변의 길이는 몇 $ \mathrm{cm} $ 입니까?"
예각과 둔각 알아보기,P4,1,02,2,0,P4_1_02_00042_30357.png,1,"시계가 $6$시 $ 50$분을 가리킬 때, 시계의 두 바늘이 이루는 작은 쪽의 각은 예각, 직각, 둔각 중 어느 것입니까?"
예각과 둔각 알아보기,P4,1,02,2,1,P4_1_02_00042_28698.png,1,"$12$시 $30$분에서 $3$시간이 지난 후 시계의 시침과 분침이 이루는 작은 쪽의 각은 예각, 직각, 둔각 중 어느 것입니까?"
원 그리기,P3,2,03,2,0,P3_2_03_00042_54114.png,1,컴퍼스를 사용하여 반지름이 $1$cm $5$mm인 원을 그려 보시오.
마름모의 성질 알아보기,P4,2,04,2,1,P4_2_04_00042_55799.png,1,한 변의 길이가 $8cm$인 마름모의 둘레는 몇 $cm$입니까?
정사각형의 특징 알아보기,P3,1,02,2,1,P3_1_02_00042_83873.png,1,한 변이 $ 9 \mathrm{~cm} $ 인 정사각형의 네 변의 합은 몇 $  \mathrm{~cm} $ 입니까?
두 각도의 차 구하기,P4,1,02,2,1,P4_1_02_00042_83469.png,1,"$\bigcirc$안에 >, =, <를 알맞게 써넣으시오.$180\degree$-$55\degree \bigcirc 90\degree$+$30\degree$"
원의 반지름과 지름 알아보기,P3,2,03,2,0,P3_2_03_00043_53244.png,1,원에는 중심이 몇 개 있습니까?
직사각형의 특징 알아보기,P3,1,02,2,1,P3_1_02_00042_25556.png,1,가로의 길이가 $ 10 \mathrm{~cm} $인 직사각형의 네 변의 길이의 합은 $ 30 \mathrm{~cm} $입니다. 세로의 길이는 몇 $ \mathrm{~cm} $ 입니까?
두 각도의 차 구하기,P4,1,02,2,1,P4_1_02_00042_28213.png,1,각도가 작은 것부터 차례로 기호를 쓰시오. $㉠ 57°+92° ㉡ 180°-30° ㉢ 40°+90° ㉣ 270°-125°$
예각과 둔각 알아보기,P4,1,02,2,0,P4_1_02_00042_30340.png,1,"시계가 다음과 같은 시각을 가리킬 때, 시침과 분침이 이루는 작은 쪽의 각을 예각, 직각, 둔각으로 구분하여 보시오.  (1) $5$시 $40$분  (2) $ 7$시 $15$분"
정사각형의 특징 알아보기,P3,1,02,2,1,P3_1_02_00043_34708.png,1,"가로가 $6cm$, 세로가 $4cm$인 색종이를 겹치는 부분 없이 이어서 가장 작은 정사각형 모양을 만들려고 합니다. 만든 정사각형의 한 변의 길이는 몇 $cm$가 되겠습니까?"
평행사변형 알아보기,P4,2,04,2,0,P4_2_04_00043_54011.png,1,평행사변형이 사다리꼴인 이유를 쓴 것입니다. $ \square $ 안에 알맞은 말을 써넣으시오. 평행사변형은 마주 보는 두 쌍의 변이 $\square$하므로 사다리꼴입니다.
예각과 둔각 알아보기,P4,1,02,2,0,P4_1_02_00042_99019.png,1,"시계가 $4$시 $30$분을 가리킬 때 긴바늘과 짧은바늘이 이루는 작은 쪽의 각은 예각, 직각, 둔각 중에서 어떤 각입니까?"
예각과 둔각 알아보기,P4,1,02,2,0,P4_1_02_00043_37186.png,1,"시계가 $6$시 $10$분을 나타낼 때 긴바늘과 짧은 바늘이 이루는 작은 쪽의 각은 예각, 직각, 둔각 중 무엇입니까?"
정사각형의 특징 알아보기,P3,1,02,2,1,P3_1_02_00043_34713.png,1,"용재는 한 변에  $2 \mathrm{~m}$ 간격으로 $6$개의 말뚝을 세워서 정사각형 모양의 꽃밭을 만들었습니다. 용재가 세운 말뚝의 수와 꽃밭의 네 변의 길이의 합을 구하시오. (다만, 정사각형의 네 꼭짓점에는 반드시 말뚝을 세웁니다.)"
삼각형의 변의 길이에 따라 분류하기,P4,2,02,2,1,P4_2_02_00043_37527.png,1,길이가 $27$cm인 철사를 남기거나 겹치는 부분이 없도록 구부려서 정삼각형 한 개를 만들었습니다. 정삼각형의 한 변의 길이는 몇 cm입니까?
예각과 둔각 알아보기,P4,1,02,2,0,P4_1_02_00042_84328.png,1,"시계에 주어진 시각을 나타내었을 때, 긴바늘과 짧은바늘이 이루는 작은 쪽의 각을 예각, 직각, 둔각으로 구분하여 쓰시오. (1) $5$시 (2) $9$시 (3) $1$시 $20$분"
두 각도의 차 구하기,P4,1,02,2,1,P4_1_02_00042_33176.png,1,$\square$ 안에 알맞은 각도를 써넣으시오.  (1) $180\degree+55\degree= \square$   (2) $270\degree - \square =127\degree$
사각형의 나머지 한 각의 크기,P4,1,02,2,1,P4_1_02_00042_28428.png,1,"사각형의 네 각 중에서 크기가 가장 큰 각은 $120\degree$, 크기가 가장 작은 각은 $60\degree$입니다. 나머지 두 각의 크기의 차가 $20\degree$일 때, 두 각 중에서 더 큰 각의 크기를 구하시오."
