question_topic_name,question_grade,question_term,question_unit,question_type1,question_type2,question_filename,question_dataset,question_text
정사각형의 특징 알아보기,P3,1,02,2,0,P3_1_02_00042_83866.png,1,( ) 안에 알맞은 말을 써넣으시오. 네 각이 모두 ( )이고 네 변이 모두 같은 사각형을 ( )이라고 합니다.
정사각형의 특징 알아보기,P3,1,02,2,1,P3_1_02_00043_34732.png,1,"가로가 $ 120 \mathrm{~cm} $, 세로가 $ 60 \mathrm{~cm} $ 인 직사각형 모양의 나무판에 한 변이 $ 12 \mathrm{~cm} $ 인 정사각형 모양의 사진을 겹치지 않게 이어 붙이려고 합니다. 필요한 사진은 모두 몇 장입니까?"
예각과 둔각 알아보기,P4,1,02,2,0,P4_1_02_00042_83939.png,1,"손하가 $35$분 동안 피아노 연습을 한 후 시계를 보니 $2$시 $30$분이었습니다. 손하가 피아노 연습을 시작한 시각을 시계에 나타낼 때, 시침과 분침이 이루는 작은 쪽의 각은 예각, 직각, 둔각 중에서 어느 것입니까?"
두 각도의 차 구하기,P4,1,02,2,1,P4_1_02_00042_99017.png,1,예각을 모두 찾아 기호를 쓰시오.  ㉠ $ 25^{\circ}+55^{\circ} $  ㉡ 직각 ㉢ $ 180^{\circ}-110^{\circ} $  ㉣ $ 120^{\circ} $
삼각형을 각의 크기에 따라 분류하기,P4,2,02,2,0,P4_2_02_00043_37465.png,1,"삼각형의 두 각의 크기를 나타낸 것입니다. 이 삼각형은 예각삼각형, 직각삼각형, 둔각삼각형 중에서 어떤 삼각형입니까?  39° 55°"
직사각형의 특징 알아보기,P3,1,02,2,1,P3_1_02_00042_25280.png,1,"길이가 $ 28 \mathrm{~cm} $ 인 철사를 남김없이 사용하여 직사각형을 만들었습니다. 가로가 $ 8 \mathrm{~cm} $ 라면, 세로는 몇 $  \mathrm{cm} $입니까?"
정사각형의 특징 알아보기,P3,1,02,2,1,P3_1_02_00042_33429.png,1,길이가 $32cm$인 철사를 남김없이 모두 사용하여 정사각형 모양을 만들려고 합니다. 정사각형 모양의 한 변을 몇 $cm$로 하면 됩니까?
두 각도의 차 구하기,P4,1,02,2,1,P4_1_02_00043_37253.png,1,두 각도의 합과 차를 구하시오. ⑴ $135^{\circ}+80^{\circ}$ ⑵ $145^{\circ}-105^{\circ}$
마름모의 성질 활용,P4,2,04,2,1,P4_2_04_24886_75865.png,2,길이가 $52 cm$인 실을 겹치지 않게 모두 사용하여 마름모를 한 개 만들었습니다. 만들어진 마름모의 한 변의 길이는 몇 $cm$인지 구해 보세요.
이등변삼각형의 성질,P4,2,02,2,1,P4_2_02_39890_155810.png,2,세 변의 길이의 합이 $28$ cm인 이등변삼각형이 있습니다. 이 삼각형의 한 변의 길이는 $8$ cm입니다. 나머지 두 변의 길이가 될 수 있는 것을 모두 구해 보세요.
평행사변형의 성질 활용,P4,2,04,2,1,P4_2_04_33259_129081.png,2,"길이가 $80$ $cm$인 리본을 사용하여 긴 변이 $21$ $cm$, 짧은 변이 $15 cm$인 평행사변형 한 개를 겹치는 부분 없이 만들었습니다. 만들고 남은 리본은 몇 $cm$인지 구해 보세요.  (1) 평행사변형을 만드는 데 사용한 리본은 몇 $cm$인지 구해 보세요.  (2) 평행사변형을 만들고 남은 리본은 몇 $cm$인지 구해 보세요."
정삼각형의 성질,P4,2,02,2,1,P4_2_02_24528_73958.png,2,길이가 $39 cm$인 철사로 만들 수 있는 가장 큰 정삼각형의 한 변의 길이는 몇 $cm$인가요?
지름과 반지름 사이의 관계 알아보기,P3,2,03,2,1,P3_2_03_23905_69956.png,2,지름이 $20 cm$인 원의 반지름은 몇 $mm$인지 구해 보세요.
평행사변형의 성질 활용,P4,2,04,2,1,P4_2_04_33259_129078.png,2,"길이가 $72 cm$인 리본을 사용하여 짧은 변이 $13 cm$, 긴 변이 $17 cm$인 평행사변형 한 개를 겹치는 부분 없이 만들었습니다. 만들고 남은 리본은 몇 $cm$인지 구해 보세요. (1) 평행사변형을 만드는 데 사용한 리본은 몇 $cm$인지 구해 보세요.  (2) 평행사변형을 만들고 남은 리본은 몇 $cm$인지 구해 보세요."
각의 크기에 따라 분류하기,P4,1,02,2,1,P4_1_02_26187_161023.png,2,오후 $1$ 시 $30 $분 부터 오후 $5$ 시까지 긴바늘이 숫자 $12$를 가리키는 시각 중에서 긴바늘과 짧은바늘이 이루는 작은 쪽의 각이 둔각인 경우는 모두 몇 번인지 구해 보세요.
마름모의 성질 활용,P4,2,04,2,1,P4_2_04_24886_75869.png,2,길이가 $76 cm$인 실을 겹치지 않게 모두 사용하여 마름모를 한 개 만들었습니다. 만들어진 마름모의 한 변의 길이는 몇 cm인지 구해 보세요.
각의 크기에 따른 분류,P4,1,02,2,1,P4_1_02_41502_161156.png,2,"매시간 정각에 긴바늘과 짧은바늘이 이루는 작은 쪽의 각이 예각이면 종이 $3$ 번, 직각이면 $2$ 번, 둔각이면 $1$ 번 울리는 시계가 있습니다. 오후 $2$ 시 $30$ 분부터 오후 $5$ 시 $30$ 분까지 종이 몇 번 울리는지 구해 보세요."
정삼각형의 성질,P4,2,02,2,1,P4_2_02_24528_73955.png,2,길이가 $24 cm$인 철사로 만들 수 있는 가장 큰 정삼각형의 한 변의 길이는 몇 $cm$인가요?
원 그리기,P3,2,03,2,1,P3_2_03_23940_70056.png,2,지름이 $8 cm$인 원 안에 반지름이 $2 cm$인 원을 겹치지 않게 그리려고 합니다. 몇 개까지 그릴 수 있는지 구해 보세요.
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_21368_54336.png,2,"가로가 $28{cm}$, 세로가 $17{cm}$인 직사각형 모양의 종이를 잘라서 가장 큰 정사각형을 만들었습니다. 남은 직사각형 모양 종이의 네 변의 길이의 합은 몇 $cm$인지 구해 보세요."
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_25880_160935.png,2,"네 변의 길이의 합이 $26cm$ 인 직사각형의 짧은 변의 길이가 $5cm$일 때, 긴 변의 길이는 몇 $cm$인지 구해 보세요."
각의 크기에 따른 분류,P4,1,02,2,1,P4_1_02_41502_161149.png,2,"매시간 정각에 긴바늘과 짧은바늘이 이루는 작은 쪽의 각이 예각이면 종이 $1$ 번, 직각이면 $2$ 번, 둔각이면 $3$ 번 울리는 시계가 있습니다. 오전 $7$ 시 $30$ 분부터 오전 $11$ 시 $30$ 분까지 종이 몇 번 울리는지 구해 보세요."
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_21367_54321.png,2,"철사를 남김없이 사용하여 가로가 $6cm$, 세로가 $12cm$인 직사각형을 만들었습니다. 이 철사를 다시 펴서 가장 큰 정사각형 $1$ 개를 만들 때, 이 정사각형의 한 변의 길이는 몇 $cm$인지 구해 보세요."
마름모의 성질 활용,P4,2,04,2,1,P4_2_04_24886_82272.png,2,길이가 $28 cm$인 실을 겹치지 않게 모두 사용하여 마름모를 한 개 만들었습니다. 만들어진 마름모의 한 변의 길이는 몇 $cm$인지 구해 보세요.
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_25880_160934.png,2,"네 변의 길이의 합이 $26~cm$인 직사각형의 긴 변의 길이가 $10~ cm$일 때, 짧은 변의 길이는 몇 $cm$인지 구해 보세요."
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_25880_135585.png,2,"네 변의 길이의 합이 $34cm$인 직사각형의 긴 변의 길이가 $10cm$일 때, 짧은 변의 길이는 몇 $cm$인지 구해 보세요."
마름모의 성질 활용,P4,2,04,2,1,P4_2_04_24886_75866.png,2,길이가 $36 cm$인 털실을 겹치지 않게 모두 사용하여 마름모를 한 개 만들었습니다. 만들어진 마름모의 한 변의 길이는 몇 $cm$인지 구해 보세요.
정삼각형의 성질,P4,2,02,2,1,P4_2_02_24528_73960.png,2,길이가 $48 cm$인 철사로 만들 수 있는 가장 큰 정삼각형의 한 변의 길이는 몇 $cm$ 인가요?
원 그리기,P3,2,03,2,1,P3_2_03_23949_69604.png,2,광우가 지름이 $16 cm$인 원을 그리려고 합니다. 컴퍼스의 침과 연필심 사이의 길이는 몇 $ cm$로 해야 하는지 구해 보세요.
각의 크기에 따라 분류하기,P4,1,02,2,1,P4_1_02_26187_161022.png,2,오후 $1$ 시부터 오후 $4$ 시 $30$분까지 긴바늘이 숫자 $12$를 가리키는 시각 중에서 긴바늘과 짧은바늘이 이루는 작은 쪽의 각이 둔각인 경우는 모두 몇 번인지 구해 보세요.
마름모의 성질 활용,P4,2,04,2,1,P4_2_04_24886_75868.png,2,길이가 $64 cm$인 철사를 겹치지 않게 모두 사용하여 마름모를 한 개 만들었습니다. 만들어진 마름모의 한 변의 길이는 몇 $cm$인지 구해 보세요.
지름과 반지름 사이의 관계 알아보기,P3,2,03,2,1,P3_2_03_23905_82678.png,2,지름이 $6 cm$인 원의 반지름은 몇 $mm$인지 구해 보세요.
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_21367_54324.png,2,"철사를 남김없이 사용하여 가로가 $18cm$, 세로가 $10cm$인 직사각형을 만들었습니다. 이 철사를 다시 펴서 가장 큰 정사각형 $1$ 개를 만들 때, 이 정사각형의 한 변의 길이는 몇 $cm$인지 구해 보세요."
원 그리기,P3,2,03,2,1,P3_2_03_23949_69600.png,2,영주가 지름이 $8 cm$인 원을 그리려고 합니다. 컴퍼스의 침과 연필심 사이의 길이는 몇 $cm$로 해야 하는지 구해 보세요.
평행사변형의 성질 활용,P4,2,04,2,1,P4_2_04_33259_129079.png,2,"길이가 $60 cm$인 끈을 사용하여 짧은 변이 $9 cm$, 긴 변이 $14 cm$인 평행사변형 한 개를 겹치는 부분 없이 만들었습니다. 만들고 남은 끈은 몇 $cm$인지 구해 보세요. (1) 평행사변형을 만드는 데 사용한 끈은 몇 $cm$인지 구해 보세요. (2) 평행사변형을 만들고 남은 끈은 몇 $cm$인지 구해 보세요."
각의 크기에 따른 분류,P4,1,02,2,1,P4_1_02_41502_161152.png,2,"매시간 정각에 긴바늘과 짧은바늘이 이루는 작은 쪽의 각이 예각이면 종이 $3$ 번, 직각이면 $2$ 번, 둔각이면 $1$ 번 울리는 시계가 있습니다. 오후 $8$ 시 $30$ 분부터 오후 $11$ 시 $30$ 분까지 종이 몇 번 울리는지 구해 보세요."
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_25880_135580.png,2,"네 변의 길이의 합이 $22$ cm인 직사각형의 긴 변의 길이가 $7$ cm일 때, 짧은 변의 길이는 몇 $cm$인지 구해 보세요."
이등변삼각형의 성질,P4,2,02,2,1,P4_2_02_39890_155812.png,2,세 변의 길이의 합이 $26$ $cm$인 이등변삼각형이 있습니다. 이 삼각형의 한 변의 길이는 $8$ $cm$입니다. 나머지 두 변의 길이가 될 수 있는 것을 모두 구해 보세요.
정삼각형의 성질,P4,2,02,2,1,P4_2_02_24528_73957.png,2,길이가 $42 cm$인 철사로 만들 수 있는 가장 큰 정삼각형의 한 변의 길이는 몇 $cm$인가요?
지름과 반지름 사이의 관계 알아보기,P3,2,03,2,1,P3_2_03_23905_69954.png,2,지름이 $4 m$인 원의 반지름은 몇 $cm$인지 구해 보세요.
각의 크기에 따른 분류,P4,1,02,2,1,P4_1_02_41502_161151.png,2,"매시간 정각에 긴바늘과 짧은바늘이 이루는 작은 쪽의 각이 예각이면 종이 $3$ 번, 직각이면 $2$ 번, 둔각이면 $1$ 번 울리는 시계가 있습니다. 오전 $7$ 시 $30$ 분부터 오전 $10$ 시 $30$ 분까지 종이 몇 번 울리는지 구해 보세요."
"원의 중심, 반지름, 지름",P3,2,03,2,0,P3_2_03_23891_82251.png,2,가장 큰 원의 지름은 몇 $cm$인지 구해 보세요.
원 그리기,P3,2,03,2,1,P3_2_03_23949_69601.png,2,하나가 지름이 $10 cm$인 원을 그리려고 합니다. 컴퍼스의 침과 연필심 사이의 길이는 몇 $cm$로 해야 하는지 구해 보세요.
원 그리기,P3,2,03,2,1,P3_2_03_23949_69599.png,2,윤서가 지름이 $6 cm$인 원을 그리려고 합니다. 컴퍼스의 침과 연필심 사이의 길이는 몇 $cm$로 해야 하는지 구해 보세요.
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_21367_54325.png,2,"철사를 남김없이 사용하여 가로가 $7cm$, 세로가 $15cm$인 직사각형을 만들었습니다. 이 철사를 다시 펴서 가장 큰 정사각형 $1$ 개를 만들 때, 이 정사각형의 한 변의 길이는 몇 cm인지 구해 보세요."
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_21367_54326.png,2,"철사를 남김없이 사용하여 가로가 $5 cm$, 세로가 $13 cm$인 직사각형을 만들었습니다. 이 철사를 다시 펴서 가장 큰 정사각형 $1$ 개를 만들 때, 이 정사각형의 한 변의 길이는 몇 $cm$인지 구해 보세요."
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_25880_160936.png,2,"네 변의 길이의 합이 $40cm$인 직사각형의 긴 변의 길이가 $12cm$일 때, 짧은 변의 길이는 몇 $cm$인지 구해 보세요."
원 그리기,P3,2,03,2,1,P3_2_03_23940_82687.png,2,지름이 $16 cm$인 원 안에 반지름이 $4 cm$인 원을 겹치지 않게 그리려고 합니다. 몇 개까지 그릴 수 있는지 구해 보세요.
이등변삼각형의 성질,P4,2,02,2,1,P4_2_02_39890_155808.png,2,세 변의 길이의 합이 $22 cm$인 이등변삼각형이 있습니다. 이 삼각형의 한 변의 길이는 $6 cm$입니다. 나머지 두 변의 길이가 될 수 있는 것을 모두 구해 보세요.
각의 크기에 따라 분류하기,P4,1,02,2,1,P4_1_02_26187_135485.png,2,오후 $6$ 시 $30$ 분부터 오후 $9$ 시까지 긴바늘이 숫자 $12$를 가리키는 시각 중에서 긴바늘과 짧은바늘이 이루는 작은 쪽의 각이 둔각인 경우는 모두 몇 번인지 구해 보세요.
삼각형과 사각형의 각의 크기의 합,P4,1,02,2,0,P4_1_02_26227_135550.png,2,사각형을 그림과 같이 삼각형 $3$ 개로 나누어 사각형의 네 각의 크기의 합을 구해 보세요.
지름과 반지름 사이의 관계 알아보기,P3,2,03,2,1,P3_2_03_23905_69953.png,2,지름이 $8 m$인 원의 반지름은 몇 $cm$인지 구해 보세요.
원 그리기,P3,2,03,2,1,P3_2_03_23940_70057.png,2,지름이 $12 cm$인 원 안에 반지름이 $3 cm$인 원을 겹치지 않게 그리려고 합니다. 몇 개까지 그릴 수 있는지 구해 보세요.
이등변삼각형의 성질,P4,2,02,2,1,P4_2_02_39890_155811.png,2,세 변의 길이의 합이 $20$ cm인 이등변삼각형이 있습니다. 이 삼각형의 한 변의 길이는 $6$ cm입니다. 나머지 두 변의 길이가 될 수 있는 것을 모두 구해 보세요.
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_25880_160933.png,2,"네 변의 길이의 합이 $34\text{cm}$인 직사각형의 짧은 변의 길이가 $7\text{cm}$일 때, 긴 변의 길이는 몇 $\text{cm}$인지 구해 보세요."
각의 크기에 따라 분류하기,P4,1,02,2,1,P4_1_02_26187_135492.png,2,$오전~6시~30분$부터 $오전~10시~30분$까지 긴바늘이 숫자 $12$를 가리키는 시각 중에서 긴바늘과 짧은바늘이 이루는 작은 쪽의 각이 둔각인 경우는 모두 몇 번인지 구해 보세요.
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_25880_135584.png,2,"네 변의 길이의 합이 $28$ $cm$인 직사각형의 짧은 변의 길이가 $6$ $cm$일 때, 긴 변의 길이는 몇 $cm$인지 구해 보세요."
지름과 반지름 사이의 관계 알아보기,P3,2,03,2,1,P3_2_03_23905_69958.png,2,지름이 $60 cm$인 원의 반지름은 몇 $mm$인지 구해 보세요.
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_21368_54335.png,2,"가로가 $36cm$, 세로가 $19cm$인 직사각형 모양의 종이를 잘라서 가장 큰 정사각형을 만들었습니다. 남은 직사각형 모양 종이의 네 변의 길이의 합은 몇 $cm$인지 구해 보세요."
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_25880_135581.png,2,"네 변의 길이의 합이 $22cm$인 직사각형의 짧은 변의 길이가 $4cm$일 때, 긴 변의 길이는 몇 $cm$인지 구해 보세요."
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_25880_135583.png,2,"네 변의 길이의 합이 $28$ $cm$인 직사각형의 긴 변의 길이가 $8$ $cm$일 때, 짧은 변의 길이는 몇 $cm$인지 구해 보세요."
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_25880_135578.png,2,"네 변의 길이의 합이 $14$ $cm$인 직사각형의 긴 변의 길이가 $4$ $cm$일 때, 짧은 변의 길이는 몇 $cm$인지 구해 보세요."
원 그리기,P3,2,03,2,1,P3_2_03_23949_69602.png,2,한나가 지름이 $12 cm$인 원을 그리려고 합니다. 컴퍼스의 침과 연필심 사이의 길이는 몇 $cm$로 해야 하는지 구해 보세요.
이등변삼각형의 성질,P4,2,02,2,1,P4_2_02_39890_155813.png,2,세 변의 길이의 합이 $30$ $cm$인 이등변삼각형이 있습니다. 이 삼각형의 한 변의 길이는 $8$ $cm$입니다. 나머지 두 변의 길이가 될 수 있는 것을 모두 구해 보세요.
각의 크기에 따라 분류하기,P4,1,02,2,1,P4_1_02_26187_161021.png,2,오전 $7$ 시 $30$분부터 오전 $11$ 시까지 긴바늘이 숫자 $12$를 가리키는 시각 중에서 긴바늘과 짧은바늘이 이루는 작은 쪽의 각이 둔각인 경우는 모두 몇 번인지 구해 보세요.
지름과 반지름 사이의 관계 알아보기,P3,2,03,2,1,P3_2_03_23905_69952.png,2,지름이 $3 m$인 원의 반지름은 몇 $cm$인지 구해 보세요.
이등변삼각형의 성질,P4,2,02,2,1,P4_2_02_39890_155814.png,2,세 변의 길이의 합이 $27cm$ 인 이등변삼각형이 있습니다. 이 삼각형의 한 변의 길이는 $7cm$입니다. 나머지 두 변의 길이가 될 수 있는 것을 모두 구해 보세요.
정삼각형의 성질,P4,2,02,2,1,P4_2_02_24528_82804.png,2,길이가 $21 cm$인 철사로 만들 수 있는 가장 큰 정삼각형의 한 변의 길이는 몇 $cm$인가요?
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_21368_54338.png,2,"가로가 $32 cm$, 세로가 $15 cm$인 직사각형 모양의 종이를 잘라서 가장 큰 정사각형을 만들었습니다. 남은 직사각형 모양 종이의 네 변의 길이의 합은 몇 $cm$인지 구해 보세요."
정삼각형의 성질,P4,2,02,2,1,P4_2_02_24528_73959.png,2,길이가 $45$ $cm$인 철사로 만들 수 있는 가장 큰 정삼각형의 한 변의 길이는 몇 $cm$인가요?
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_21368_54342.png,2,"가로가 $7 cm$, 세로가 $12 cm$인 직사각형 모양의 종이를 잘라서 가장 큰 정사각형을 만들었습니다. 남은 직사각형 모양 종이의 네 변의 길이의 합은 몇 $cm$인지 구해 보세요."
원 그리기,P3,2,03,2,1,P3_2_03_23949_82227.png,2,민지가 지름이 $22 cm$인 원을 그리려고 합니다. 컴퍼스의 침과 연필심 사이의 길이는 몇 $cm$로 해야 하는지 구해 보세요.
원 그리기,P3,2,03,2,1,P3_2_03_23940_70058.png,2,지름이 $4 cm$인 원 안에 반지름이 $1 cm$인 원을 겹치지 않게 그리려고 합니다. 몇 개까지 그릴 수 있는지 구해 보세요.
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_21367_54322.png,2,"철사를 남김없이 사용하여 가로가 $16cm$, 세로가 $4cm$인 직사각형을 만들었습니다. 이 철사를 다시 펴서 가장 큰 정사각형 $1$ 개를 만들 때, 이 정사각형의 한 변의 길이는 몇 $cm$인지 구해 보세요."
원 그리기,P3,2,03,2,1,P3_2_03_23949_82226.png,2,소희가 지름이 $18 cm$인 원을 그리려고 합니다. 컴퍼스의 침과 연필심 사이의 길이는 몇 $cm$로 해야 하는지 구해 보세요.
정삼각형의 성질,P4,2,02,2,1,P4_2_02_24528_73956.png,2,길이가 $18 cm$인 철사로 만들 수 있는 가장 큰 정삼각형의 한 변의 길이는 몇 $cm$인가요?
각의 크기에 따라 분류하기,P4,1,02,2,1,P4_1_02_26187_135489.png,2,오후 $1$ 시부터 오후 $4$ 시까지 긴바늘이 숫자 $12$를 가리키는 시각 중에서 긴바늘과 짧은바늘이 이루는 작은 쪽의 각이 둔각인 경우는 모두 몇 번인지 구해 보세요.
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_21367_54327.png,2,"철사를 남김없이 사용하여 가로가 $19 cm$, 세로가 $3 cm$인 직사각형을 만들었습니다. 이 철사를 다시 펴서 가장 큰 정사각형 $1$ 개를 만들 때, 이 정사각형의 한 변의 길이는 몇 $cm$인지 구해 보세요."
마름모의 성질 활용,P4,2,04,2,1,P4_2_04_24886_75867.png,2,길이가 $60 cm$인 리본을 겹치지 않게 모두 사용하여 마름모를 한 개 만들었습니다. 만들어진 마름모의 한 변의 길이는 몇 $cm$인지 구해 보세요.
마름모의 성질 활용,P4,2,04,2,1,P4_2_04_24886_75863.png,2,길이가 $40 cm$인 끈을 겹치지 않게 모두 사용하여 마름모를 한 개 만들었습니다. 만들어진 마름모의 한 변의 길이는 몇 $cm$인지 구해 보세요.
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_21367_54323.png,2,"철사를 남김없이 사용하여 가로가 $22 cm$, 세로가 $6 cm$인 직사각형을 만들었습니다. 이 철사를 다시 펴서 가장 큰 정사각형 $1$ 개를 만들 때, 이 정사각형의 한 변의 길이는 몇 $cm$인지 구해 보세요."
각의 크기에 따른 분류,P4,1,02,2,1,P4_1_02_41502_161145.png,2,"매시간 정각에 긴바늘과 짧은바늘이 이루는 작은 쪽의 각이 예각이면 종이 $1$ 번, 직각이면 $2$ 번, 둔각이면 $3$ 번 울리는 시계가 있습니다. 오후 $1$ 시 $30 $분부터 오후 $4$ 시 $30$ 분까지 종이 몇 번 울리는지 구해 보세요."
원 그리기,P3,2,03,2,1,P3_2_03_23949_69598.png,2,윤하가 지름이 $4 cm$인 원을 그리려고 합니다. 컴퍼스의 침과 연필심 사이의 길이는 몇 $cm$로 해야 하는지 구해 보세요.
지름과 반지름 사이의 관계 알아보기,P3,2,03,2,1,P3_2_03_23905_69955.png,2,지름이 $5 m$인 원의 반지름은 몇 $cm$인지 구해 보세요.
지름과 반지름 사이의 관계 알아보기,P3,2,03,2,1,P3_2_03_23905_69957.png,2,지름이 $10 cm$인 원의 반지름은 몇 $mm$인지 구해 보세요.
마름모의 성질 활용,P4,2,04,2,1,P4_2_04_24886_75864.png,2,길이가 $48 cm$인 철사를 겹치지 않게 모두 사용하여 마름모를 한 개 만들었습니다. 만들어진 마름모의 한 변의 길이는 몇 $cm$인지 구해 보세요.
각의 크기에 따라 분류하기,P4,1,02,2,1,P4_1_02_26187_135491.png,2,오후 $3$ 시부터 오후 $5$ 시 $30$ 분까지 긴바늘이 숫자 $12$를 가리키는 시각 중에서 긴바늘과 짧은바늘이 이루는 작은 쪽의 각이 둔각인 경우는 모두 몇 번인지 구해 보세요.
이등변삼각형의 성질,P4,2,02,2,1,P4_2_02_39890_155809.png,2,세 변의 길이의 합이 $25 cm$인 이등변삼각형이 있습니다. 이 삼각형의 한 변의 길이는 $7 cm$입니다. 나머지 두 변의 길이가 될 수 있는 것을 모두 구해 보세요.
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_21368_54341.png,2,"가로가 $9 cm$, 세로가 $17 cm$인 직사각형 모양의 종이를 잘라서 가장 큰 정사각형을 만들었습니다. 남은 직사각형 모양 종이의 네 변의 길이의 합은 몇 $cm$인지 구해 보세요."
직사각형과 정사각형,P3,1,02,2,1,P3_1_02_21368_54334.png,2,"가로가 $8cm$, 세로가 $14cm$인 직사각형 모양의 종이를 잘라서 가장 큰 정사각형을 만들었습니다. 남은 직사각형 모양 종이의 네 변의 길이의 합은 몇 $cm$인지 구해 보세요."
원 그리기,P3,2,03,2,1,P3_2_03_23949_69603.png,2,현규가 지름이 $14 cm$인 원을 그리려고 합니다. 컴퍼스의 침과 연필심 사이의 길이는 몇 $cm$로 해야 하는지 구해 보세요.
각의 크기에 따른 분류,P4,1,02,2,1,P4_1_02_41502_161150.png,2,"매시간 정각에 긴바늘과 짧은바늘이 이루는 작은 쪽의 각이 예각이면 종이 $1$ 번, 직각이면 $2$ 번, 둔각이면 $3$ 번 울리는 시계가 있습니다. 오후 $2$ 시 $30$ 분부터 오후 $5$ 시 $30$ 분까지 종이 몇 번 울리는지 구해 보세요."
직각과 직각삼각형,P3,1,02,2,0,P3_1_02_25876_160952.png,2,직각의 개수가 가장 많은 도형과 가장 적은 도형의 직각의 개수의 차는 몇 개인지 구해 보세요.
이등변삼각형의 성질,P4,2,02,2,1,P4_2_02_22870_73788.png,2,삼각형 $ㄱㄴㄷ$과 삼각형 $ㄱㄷㄹ$은 이등변삼각형입니다. $\square$는 몇 도인지 구해 보세요.
